AR,Closure Time,PS Rate,Seed,Strain,Traction
1,80.4,0,1.0,0.006322366976810214,0.23048810115974225
1,66.0,0,2.0,0.006490746841294666,0.2457368659491407
1,72.0,0,3.0,0.00624550452625442,0.23116095595448571
1,84.0,0,4.0,0.005932613336977827,0.22516371878033575
1,81.6,0,5.0,0.0054725013600849,0.22437986724390327
1,63.6,1.0,1.0,0.005455434436482674,0.2365560407249891
1,63.6,1.0,2.0,0.006042188843368302,0.2427274734774031
1,60.00000000000001,1.0,3.0,0.005777249398702261,0.2427305568665853
1,67.2,1.0,4.0,0.006444392941095609,0.24305533267301443
1,64.80000000000001,1.0,5.0,0.006944547482096149,0.2516220400398738
1,55.2,2.0,1.0,0.006141696464325473,0.24728556606958058
1,60.00000000000001,2.0,2.0,0.006435214402816521,0.24492146868665135
1,57.60000000000001,2.0,3.0,0.0074168657616679986,0.2567789577089337
1,57.60000000000001,2.0,4.0,0.006544628122486837,0.2508063225408946
1,60.00000000000001,2.0,5.0,0.006847089027007527,0.2550693031807934
1,57.60000000000001,4.0,1.0,0.006618052132813187,0.2523029895427838
1,61.2,4.0,2.0,0.0058871649847365105,0.23908642317973203
1,62.400000000000006,4.0,3.0,0.005785898492822309,0.24386248624951581
1,61.2,4.0,4.0,0.006397723134108992,0.24175976629677365
1,52.800000000000004,4.0,5.0,0.006978247814343371,0.25730785579057386
1,85.20000000000002,8.0,1.0,0.004815964767375254,0.21282715979723074
1,85.20000000000002,8.0,2.0,0.005290097350569809,0.2163027595261079
1,66.0,8.0,3.0,0.006134337648330004,0.24102742218806408
1,50.4,8.0,4.0,0.006031649582680194,0.24760184214770087
1,66.0,8.0,5.0,0.006222074132664463,0.24230902054850187
1,91.20000000000002,16.0,1.0,0.0038639170315969,0.19925813923488997
1,74.4,16.0,2.0,0.005388397175691235,0.2248512622776536
1,90.0,16.0,3.0,0.004722353477536276,0.20868809347857092
1,90.0,16.0,4.0,0.004466034770153345,0.20738698162932356
1,92.4,16.0,5.0,0.0047712461271730905,0.20795017320187908
1,94.80000000000001,1000,1.0,0.00441033959303772,0.2005324123120622
1,100.8,1000,2.0,0.004389775196153859,0.19766943715479007
1,103.2,1000,3.0,0.004090046147293705,0.19600116632629297
1,96.00000000000001,1000,4.0,0.0046336044137740675,0.20103772607648682
1,99.60000000000001,1000,5.0,0.004467462566922135,0.20195013329081457
1.5,90.0,0,1.0,0.0055971374107123655,0.22308494425488412
1.5,94.80000000000001,0,2.0,0.005709618550741827,0.22206004479030553
1.5,72.0,0,3.0,0.006861971808072205,0.24269951723552932
1.5,84.0,0,4.0,0.006027976489396806,0.2333761115956476
1.5,76.80000000000001,0,5.0,0.0060472242389352174,0.2348548932506985
1.5,56.400000000000006,1.0,1.0,0.006591061963498177,0.2577692313228667
1.5,62.400000000000006,1.0,2.0,0.006538252193188451,0.2528042729048542
1.5,60.00000000000001,1.0,3.0,0.006649533599967013,0.25366768708862875
1.5,62.400000000000006,1.0,4.0,0.005920488588680963,0.24736388649607643
1.5,74.4,1.0,5.0,0.0063696068724009075,0.24489262289036434
1.5,54.0,2.0,1.0,0.006858586891163498,0.25569782501402216
1.5,58.80000000000001,2.0,2.0,0.006455213796460238,0.2494150549344365
1.5,60.00000000000001,2.0,3.0,0.006480422978346393,0.25342440915188985
1.5,51.6,2.0,4.0,0.0060803306980872635,0.2535922212906438
1.5,63.6,2.0,5.0,0.006432702880798452,0.24439352452908297
1.5,57.60000000000001,4.0,1.0,0.006835473659288587,0.25135031945029906
1.5,55.2,4.0,2.0,0.007622792116438233,0.26370358585224335
1.5,56.400000000000006,4.0,3.0,0.006976958156012839,0.25752839943808975
1.5,75.60000000000001,4.0,4.0,0.005852485972423458,0.23117193321619856
1.5,61.2,4.0,5.0,0.007303491417120512,0.2572707427380132
1.5,98.40000000000002,8.0,1.0,0.004829189194854464,0.20468790306439597
1.5,91.20000000000002,8.0,2.0,0.005117450040254491,0.21828824098782154
1.5,61.2,8.0,3.0,0.00644141726303168,0.24511150566158058
1.5,75.60000000000001,8.0,4.0,0.005792079901008352,0.2332237102017575
1.5,93.60000000000001,8.0,5.0,0.00528988650098391,0.21617533560706745
1.5,94.80000000000001,16.0,1.0,0.004846785815924459,0.2120459580709841
1.5,110.4,16.0,2.0,0.0037531724047652685,0.19378863479249697
1.5,86.4,16.0,3.0,0.005525071074421767,0.22317385090123767
1.5,90.0,16.0,4.0,0.004850592816049561,0.21403464482525894
1.5,109.20000000000002,16.0,5.0,0.004624607856016064,0.20078483192978433
1.5,103.2,1000,1.0,0.004790751698146316,0.2068277171883925
1.5,92.4,1000,2.0,0.004480259130524754,0.2037379495821748
1.5,109.20000000000002,1000,3.0,0.00468198988673394,0.19565798126061446
1.5,118.80000000000001,1000,4.0,0.004027554074361642,0.19053822773581403
1.5,102.00000000000001,1000,5.0,0.004390783756860998,0.1995651974390774
2,67.2,0,1.0,0.005990203915777214,0.24248457506484655
2,86.4,0,2.0,0.005512577243804817,0.22815397380859828
2,62.400000000000006,0,3.0,0.005899483138586003,0.24399977709914417
2,64.80000000000001,0,4.0,0.0060063748912361605,0.23776652778674295
2,62.400000000000006,0,5.0,0.00616161515254001,0.24373442737062184
2,72.0,1.0,1.0,0.006286690176565002,0.24170711981919202
2,67.2,1.0,2.0,0.007323287432446188,0.2586761510734474
2,58.80000000000001,1.0,3.0,0.0067457927257811665,0.2562026425536242
2,73.2,1.0,4.0,0.0062787486228846,0.24009508532700866
2,50.4,1.0,5.0,0.006098706150201987,0.25571899650837027
2,73.2,2.0,1.0,0.0069379280742572855,0.25252806725253885
2,55.2,2.0,2.0,0.006785714684571373,0.26553810628788665
2,60.00000000000001,2.0,3.0,0.006577089912427047,0.2525612093212934
2,56.400000000000006,2.0,4.0,0.006153899688935107,0.2479178268515638
2,51.6,2.0,5.0,0.007576210547200058,0.2629778547744676
2,44.400000000000006,4.0,1.0,0.006926531996358676,0.2612034844268122
2,51.6,4.0,2.0,0.007870366640496953,0.27159767180392985
2,55.2,4.0,3.0,0.005631352041625988,0.24483904076617427
2,54.0,4.0,4.0,0.007526681638956044,0.2605341932836928
2,63.6,4.0,5.0,0.0061602318644054365,0.24378562124166617
2,69.60000000000001,8.0,1.0,0.006281789306458904,0.2306330923695677
2,58.80000000000001,8.0,2.0,0.006159784698442399,0.24391037003629246
2,67.2,8.0,3.0,0.005881969842599254,0.24191404893991797
2,73.2,8.0,4.0,0.005157944924273289,0.223236154967218
2,68.4,8.0,5.0,0.005644418984374801,0.23036132945245
2,76.80000000000001,16.0,1.0,0.005068270372361248,0.21626831897723273
2,82.80000000000001,16.0,2.0,0.004961901185736622,0.2183631106541777
2,78.0,16.0,3.0,0.004970933585921384,0.2137003712604738
2,82.80000000000001,16.0,4.0,0.004768460266171065,0.20956887274561203
2,63.6,16.0,5.0,0.006323577675749352,0.2309573761479037
2,92.4,1000,1.0,0.004279532011733447,0.19808785596953352
2,90.0,1000,2.0,0.0041560701147590005,0.1983457991426453
2,78.0,1000,3.0,0.004682856084420412,0.2109407480684886
2,94.80000000000001,1000,4.0,0.004723566609733114,0.20312952499372586
2,78.0,1000,5.0,0.004901036314607827,0.21450724823606765
2.5,61.2,0,1.0,0.006550113405108142,0.24719398535471074
2.5,56.400000000000006,0,2.0,0.005913729039763407,0.24626403588373882
2.5,70.80000000000001,0,3.0,0.005287090317484163,0.22865998038968638
2.5,66.0,0,4.0,0.005843282815321705,0.24038396849671262
2.5,56.400000000000006,0,5.0,0.005609347349824206,0.242873263205611
2.5,62.400000000000006,1.0,1.0,0.00702304906843387,0.25812233743116636
2.5,62.400000000000006,1.0,2.0,0.006585631407089861,0.25355232384927495
2.5,55.2,1.0,3.0,0.005896246542506559,0.24087684673508852
2.5,60.00000000000001,1.0,4.0,0.006012615570985262,0.2497338019372619
2.5,50.4,1.0,5.0,0.00662416927450152,0.25686369349938776
2.5,67.2,2.0,1.0,0.007406300941613621,0.2595607871630594
2.5,58.80000000000001,2.0,2.0,0.0069270333923185145,0.24984166784558362
2.5,51.6,2.0,3.0,0.007260172256305839,0.26153710029141825
2.5,54.0,2.0,4.0,0.006527355291961701,0.2575783466202579
2.5,50.4,2.0,5.0,0.006129003780652121,0.25554867560414646
2.5,56.400000000000006,4.0,1.0,0.0058127128779108805,0.2450833628756568
2.5,74.4,4.0,2.0,0.00513058154321201,0.22080547056739194
2.5,54.0,4.0,3.0,0.007256976167573623,0.26373389310628736
2.5,46.800000000000004,4.0,4.0,0.007258678122950983,0.2703444118212878
2.5,48.00000000000001,4.0,5.0,0.0071263454174271285,0.2619332425692588
2.5,68.4,8.0,1.0,0.005737205799638011,0.22986266924044113
2.5,64.80000000000001,8.0,2.0,0.005611827549382796,0.23406496575492364
2.5,70.80000000000001,8.0,3.0,0.005484103347662314,0.22504937504815403
2.5,57.60000000000001,8.0,4.0,0.006964370168360032,0.2591692943108552
2.5,49.20000000000001,8.0,5.0,0.008230845052559383,0.25845722303933194
2.5,62.400000000000006,16.0,1.0,0.007220762029455809,0.24414715736982695
2.5,87.60000000000002,16.0,2.0,0.004880961947775478,0.20858283758310156
2.5,73.2,16.0,3.0,0.005262539094595511,0.21796129549546417
2.5,76.80000000000001,16.0,4.0,0.0055793509809940476,0.21897799746856628
2.5,63.6,16.0,5.0,0.005747205134359489,0.2305380278358643
2.5,86.4,1000,1.0,0.0042844246057718565,0.2008951337591147
2.5,91.20000000000002,1000,2.0,0.004352067315850078,0.19950399425219414
2.5,88.80000000000001,1000,3.0,0.004961164664002251,0.2042065146363183
2.5,80.4,1000,4.0,0.005018484962629835,0.2077370908526613
2.5,70.80000000000001,1000,5.0,0.004833830053185292,0.21358755461833834
3,61.2,0,1.0,0.005876145479935813,0.24216119348405074
3,58.80000000000001,0,2.0,0.006204267941095094,0.24517835509341462
3,67.2,0,3.0,0.005294326690938186,0.22916970587437008
3,60.00000000000001,0,4.0,0.0053672313425330515,0.23558680830842513
3,52.800000000000004,0,5.0,0.00558226971783343,0.23356232183151218
3,68.4,1.0,1.0,0.00655799664675595,0.24948608793765245
3,52.800000000000004,1.0,2.0,0.007620670568446819,0.2634818663978853
3,54.0,1.0,3.0,0.006408088208995882,0.2513070202451161
3,55.2,1.0,4.0,0.006091683110343838,0.2488290179107406
3,55.2,1.0,5.0,0.005772043417168787,0.2410553825407547
3,54.0,2.0,1.0,0.006011288180805544,0.2533477882354087
3,57.60000000000001,2.0,2.0,0.006846155697959482,0.25257074930431983
3,51.6,2.0,3.0,0.006502245269043334,0.25511867559733764
3,51.6,2.0,4.0,0.006589630069724994,0.2595391914166239
3,46.800000000000004,2.0,5.0,0.007127116295668661,0.26188239026252635
3,46.800000000000004,4.0,1.0,0.00798087132011003,0.2683719326898245
3,50.4,4.0,2.0,0.007612926024907429,0.2514646978335327
3,46.800000000000004,4.0,3.0,0.007876093435512696,0.2544602049059325
3,52.800000000000004,4.0,4.0,0.0064823749498619234,0.2558076987510052
3,54.0,4.0,5.0,0.006324980891328195,0.2385421974455428
3,52.800000000000004,8.0,1.0,0.006328193245825543,0.24441309480222967
3,60.00000000000001,8.0,2.0,0.006080179125913774,0.23607948312415877
3,54.0,8.0,3.0,0.005846496283100313,0.24309995646119908
3,57.60000000000001,8.0,4.0,0.0064128265155656275,0.24173240382787656
3,49.20000000000001,8.0,5.0,0.006369998159741599,0.23714325148810098
3,63.6,16.0,1.0,0.005818877551675237,0.2334442880569522
3,72.0,16.0,2.0,0.005158425737342605,0.21710247519259324
3,68.4,16.0,3.0,0.00540156828664703,0.21779391403949344
3,68.4,16.0,4.0,0.005812462820194487,0.22354530877864567
3,70.80000000000001,16.0,5.0,0.005770269795002541,0.22097601398374384
3,80.4,1000,1.0,0.005257280407914275,0.21020441766479503
3,81.6,1000,2.0,0.005119382922899164,0.21040282270485702
3,74.4,1000,3.0,0.005423429051920101,0.2112732154732499
3,84.0,1000,4.0,0.005102943959827925,0.20643547035989965
3,74.4,1000,5.0,0.005347026157854694,0.20721153441528797
3.5,57.60000000000001,0,1.0,0.005738793610004758,0.2396963902158442
3.5,52.800000000000004,0,2.0,0.005413601346607312,0.23671517047200655
3.5,51.6,0,3.0,0.005808811127988972,0.24540724487878404
3.5,62.400000000000006,0,4.0,0.006108395176921369,0.24146960963929395
3.5,49.20000000000001,0,5.0,0.005438210964851987,0.23886809155231653
3.5,48.00000000000001,1.0,1.0,0.0060490975937330434,0.24940161392356244
3.5,48.00000000000001,1.0,2.0,0.006437201970591101,0.24778873980987934
3.5,44.400000000000006,1.0,3.0,0.005274942567512933,0.2446854022632375
3.5,57.60000000000001,1.0,4.0,0.006571082740845216,0.24988947084345214
3.5,38.400000000000006,1.0,5.0,0.006671818889546221,0.2640426500238078
3.5,55.2,2.0,1.0,0.005668960875391328,0.24641402869458515
3.5,51.6,2.0,2.0,0.006286228006527647,0.24660627913581387
3.5,44.400000000000006,2.0,3.0,0.006421971823238628,0.25549998647410194
3.5,48.00000000000001,2.0,4.0,0.007958790248734145,0.2685885091961304
3.5,51.6,2.0,5.0,0.007556636640265191,0.25976126360410523
3.5,55.2,4.0,1.0,0.006859469394088505,0.25402876376116457
3.5,48.00000000000001,4.0,2.0,0.008350196829137213,0.26657556393009424
3.5,44.400000000000006,4.0,3.0,0.007296892374415449,0.26260149108236763
3.5,52.800000000000004,4.0,4.0,0.0070988136485993425,0.2528784712050262
3.5,60.00000000000001,4.0,5.0,0.006968275200803964,0.24236951344863938
3.5,50.4,8.0,1.0,0.007245689657315087,0.25729288838536135
3.5,61.2,8.0,2.0,0.00688708472309876,0.23657456240009475
3.5,48.00000000000001,8.0,3.0,0.006662703395932475,0.2543323059554267
3.5,60.00000000000001,8.0,4.0,0.005976476934180353,0.2301224139700574
3.5,43.2,8.0,5.0,0.007871252698489067,0.25781963804559027
3.5,68.4,16.0,1.0,0.0070487471178081055,0.22434884449626896
3.5,68.4,16.0,2.0,0.006029366075054922,0.2236038931898104
3.5,62.400000000000006,16.0,3.0,0.0056701334159467,0.2215341423283998
3.5,75.60000000000001,16.0,4.0,0.005792465149829049,0.22063358758009224
3.5,66.0,16.0,5.0,0.005008380008048628,0.2192521920590061
3.5,70.80000000000001,1000,1.0,0.005868869774794769,0.2135842937771878
3.5,73.2,1000,2.0,0.00519396316480828,0.2122396636705242
3.5,70.80000000000001,1000,3.0,0.005959385112886623,0.21395775283454263
3.5,66.0,1000,4.0,0.006207118187833898,0.22284703713056903
3.5,72.0,1000,5.0,0.006214680306298359,0.21622598182425126
4,38.400000000000006,0,1.0,0.00714298423873997,0.2717716441106226
4,48.00000000000001,0,2.0,0.006787306369454791,0.25726884724511834
4,48.00000000000001,0,3.0,0.005751973823541402,0.24673495259899056
4,70.80000000000001,0,4.0,0.005710819953656633,0.23198239663627795
4,51.6,0,5.0,0.0068239923658708875,0.25697484124193165
4,57.60000000000001,1.0,1.0,0.006945693862233099,0.2586683816745381
4,56.400000000000006,1.0,2.0,0.007676211728157231,0.2674609415976022
4,45.60000000000001,1.0,3.0,0.0074074271807219524,0.2703191606793173
4,62.400000000000006,1.0,4.0,0.008309669616660013,0.25886545121302446
4,51.6,1.0,5.0,0.0075061670895530805,0.262028758133354
4,48.00000000000001,2.0,1.0,0.006918725407830345,0.2569946404518567
4,50.4,2.0,2.0,0.009408437036615949,0.2764721286480945
4,46.800000000000004,2.0,3.0,0.00691218783649167,0.26129956425729217
4,51.6,2.0,4.0,0.008819083369305626,0.27437338900788594
4,57.60000000000001,2.0,5.0,0.007631765932315796,0.25832982405453486
4,60.00000000000001,4.0,1.0,0.008305539767557662,0.2571992839752006
4,44.400000000000006,4.0,2.0,0.009453912412342442,0.2833881354293708
4,45.60000000000001,4.0,3.0,0.00925373628576136,0.2651120506543646
4,51.6,4.0,4.0,0.01057245340420477,0.27616010384335576
4,43.2,4.0,5.0,0.008506990651215043,0.2829178771245264
4,52.800000000000004,8.0,1.0,0.007082601387544177,0.2507339586180665
4,52.800000000000004,8.0,2.0,0.007355672290785921,0.252172836430478
4,54.0,8.0,3.0,0.00658840633074925,0.24035774310648508
4,70.80000000000001,8.0,4.0,0.006157411034390761,0.23024111050577695
4,60.00000000000001,8.0,5.0,0.0073792170939267114,0.2437108388090219
4,73.2,16.0,1.0,0.00542830413704113,0.21442313707356303
4,63.6,16.0,2.0,0.007047113891486384,0.23947163225721035
4,74.4,16.0,3.0,0.005960331979001376,0.224872851883879
4,75.60000000000001,16.0,4.0,0.006161965516851159,0.22408697099887526
4,57.60000000000001,16.0,5.0,0.006824685662168568,0.24030491902866727
4,79.2,1000,1.0,0.005414776376176979,0.21364179370763942
4,87.60000000000002,1000,2.0,0.0048301741739683705,0.20075202936181227
4,79.2,1000,3.0,0.005961584914284202,0.20648096821596396
4,81.6,1000,4.0,0.00544377571804782,0.20946886538806858
4,79.2,1000,5.0,0.006314255950481279,0.20994380989072975
4.5,58.80000000000001,0,1.0,0.006493045249267112,0.25006399159489096
4.5,49.20000000000001,0,2.0,0.00647839993346847,0.2547271646278491
4.5,43.2,0,3.0,0.006495762949118579,0.25295567507355504
4.5,46.800000000000004,0,4.0,0.0066176402043364585,0.25458851676709376
4.5,39.6,0,5.0,0.0074220950876974535,0.2623169661787411
4.5,52.800000000000004,1.0,1.0,0.007883223398116554,0.2655857817910478
4.5,63.6,1.0,2.0,0.007280836022179025,0.25241958823963306
4.5,62.400000000000006,1.0,3.0,0.006792843162403609,0.250408699754915
4.5,56.400000000000006,1.0,4.0,0.008138029595468764,0.2671705402331151
4.5,42.0,1.0,5.0,0.007048544348556735,0.26294579271893137
4.5,44.400000000000006,2.0,1.0,0.007923684527396552,0.26717992905670535
4.5,48.00000000000001,2.0,2.0,0.008482424762315692,0.2738144977841986
4.5,44.400000000000006,2.0,3.0,0.008226849360616614,0.25719356740914007
4.5,50.4,2.0,4.0,0.006515086500719704,0.2513307081516578
4.5,50.4,2.0,5.0,0.006945345732167263,0.2613837977441652
4.5,49.20000000000001,4.0,1.0,0.009087988336291148,0.27359057981931784
4.5,39.6,4.0,2.0,0.008106281037322199,0.27067991234450195
4.5,42.0,4.0,3.0,0.008921558607385546,0.2859696419977691
4.5,48.00000000000001,4.0,4.0,0.010168806726521894,0.26837760368249464
4.5,45.60000000000001,4.0,5.0,0.007709866402757462,0.26771453965742925
4.5,51.6,8.0,1.0,0.008303611576864335,0.2621480627188475
4.5,68.4,8.0,2.0,0.006119655054507495,0.22429154097809015
4.5,54.0,8.0,3.0,0.006829949189522599,0.24578270116821146
4.5,43.2,8.0,4.0,0.008419364864434052,0.2674937472417417
4.5,56.400000000000006,8.0,5.0,0.008005524740518983,0.24455973323284727
4.5,73.2,16.0,1.0,0.006276986369151988,0.22387992411539112
4.5,61.2,16.0,2.0,0.006492753731255458,0.22963870614891374
4.5,66.0,16.0,3.0,0.006087430214355663,0.2245819742455645
4.5,66.0,16.0,4.0,0.006608726337881349,0.23081016786606431
4.5,64.80000000000001,16.0,5.0,0.006499912373288087,0.23186166842259062
4.5,82.80000000000001,1000,1.0,0.006095579851299518,0.21215699346283645
4.5,92.4,1000,2.0,0.006033531724590402,0.2093024944798676
4.5,80.4,1000,3.0,0.005763647912958539,0.21357361032123934
4.5,87.60000000000002,1000,4.0,0.005562644601052316,0.2054930565703539
4.5,74.4,1000,5.0,0.005475219734169217,0.20763932739742072
5,39.6,0,1.0,0.007389494316631082,0.26435049988230186
5,54.0,0,2.0,0.0066862052086417,0.2544742570403043
5,48.00000000000001,0,3.0,0.006445782945007557,0.24721629743024648
5,40.8,0,4.0,0.007326503528512126,0.2676993327269169
5,31.200000000000003,0,5.0,0.0073928783571058105,0.26451805775401865
5,45.60000000000001,1.0,1.0,0.00714628456478259,0.2662783693697096
5,43.2,1.0,2.0,0.009183523503063395,0.2782419031051857
5,38.400000000000006,1.0,3.0,0.0066516405870211725,0.266243744338605
5,48.00000000000001,1.0,4.0,0.008749132110940283,0.27547107148659594
5,46.800000000000004,1.0,5.0,0.008518075833358327,0.2687715529122491
5,46.800000000000004,2.0,1.0,0.00816549071195607,0.2707368574294799
5,50.4,2.0,2.0,0.008758140316017737,0.27065375481883835
5,46.800000000000004,2.0,3.0,0.006316655006502342,0.25913329729544576
5,51.6,2.0,4.0,0.00810032233074569,0.270061964686526
5,42.0,2.0,5.0,0.009830670518614549,0.2728099679955698
5,40.8,4.0,1.0,0.010727122419276867,0.28451775525916734
5,40.8,4.0,2.0,0.008940688080278786,0.26578980595830715
5,44.400000000000006,4.0,3.0,0.010144702408463378,0.2733772052509523
5,45.60000000000001,4.0,4.0,0.007246526187402729,0.2530476627315112
5,42.0,4.0,5.0,0.00897684629162902,0.2782662937799143
5,46.800000000000004,8.0,1.0,0.007453777336575297,0.2549606186553003
5,46.800000000000004,8.0,2.0,0.009020949615781232,0.2584324561046142
5,40.8,8.0,3.0,0.008319420667081292,0.2636234924483094
5,51.6,8.0,4.0,0.011293309317082285,0.26454711270058257
5,46.800000000000004,8.0,5.0,0.00806099935423805,0.2509788462644182
5,64.80000000000001,16.0,1.0,0.006868936252061738,0.2352638943434361
5,61.2,16.0,2.0,0.007679582678081206,0.23290471930425985
5,61.2,16.0,3.0,0.006825358255436736,0.2375351451679266
5,66.0,16.0,4.0,0.0070332291520631375,0.22355833880472561
5,58.80000000000001,16.0,5.0,0.009976241888948679,0.24708532716228393
5,80.4,1000,1.0,0.006056090045215602,0.20963493313780224
5,78.0,1000,2.0,0.006729734437598942,0.21575691475630018
5,78.0,1000,3.0,0.0055209205843427395,0.2140386923407023
5,84.0,1000,4.0,0.005665407125792867,0.21093299725801512
5,73.2,1000,5.0,0.006043120426018674,0.21506780171674655
